food_type,moisture,pH,brix,protein,storage_temp,water_activity,packaging_o2,shelf_life_days
yogurt,87.09655053629798,5.478998712157845,8.226428386342096,6.377911131559887,7.5833939031680355,0.91113247523848,6.496727897445431,19.69835584401207
sauce,56.88980888987614,4.326581147111016,14.030674233734988,0.2,18.24171523982516,0.9290227130420778,2.862342009482294,21.08748347120394
rice,48.677746987959786,5.507308288799552,11.236754167342628,1.8148442333785555,5.450168063961148,0.9187740203930201,5.104781534900547,47.2140969470779
sauce,80.51407892056244,5.885111113392663,4.578286693996913,8.241931891262013,7.750126217023185,0.9713537539424743,3.206301798188478,28.27516175293445
juice,92.8301264778859,4.543195583756458,7.716659670572868,4.698134267878795,0.0,0.9512047140414904,5.152194338848625,8.195994808226118
rice,66.45164449173895,5.364892595371811,11.577935481859518,7.436333256586514,7.394203186616513,0.9358529649432206,5.126951754479129,37.685429053216396
sauce,58.198453910709155,4.169828912154266,7.555431392641161,5.209189266634944,8.219455016872566,0.7461095846798278,6.308889170594482,25.214225468640333
yogurt,86.28941883111081,4.588369905018075,6.652843705854333,0.2,14.235355147809235,0.8538099247693929,1.2483103854286541,10.887284220052855
juice,66.43593244541186,6.013979526478741,6.255929599851217,6.609401834807317,2.8282130982401386,0.8477190010053541,4.88422063348829,25.796202672313385
yogurt,69.07725628799957,5.490894676053465,19.549128021824284,2.898568419417217,13.278948684119076,0.99,5.433789827700565,20.106359565448226
juice,54.786177608902435,5.680305017812191,11.011301688274761,0.2,13.109510057032983,0.915836900290299,8.524587793512868,20.468677848266694
juice,61.74132968846083,5.996915283848421,9.69702530095264,13.360775938365604,13.312939519715236,0.9456969895420168,12.595788675733857,16.43037345414018
rice,78.66198648799667,4.285564419669065,12.227274208110368,7.040352627709055,10.554182882453649,0.8870299233638895,3.7875966958504814,25.345894445208742
yogurt,56.938340544314606,5.345813648057646,15.435241114480801,9.34999991778011,0.0,0.9089431600178755,5.260625106411212,35.75731378600186
sauce,47.19971254744347,4.712323814457675,9.99838561174997,5.807456795133443,6.379520319020054,0.911200791539563,10.93919174674139,31.419222440946747
juice,58.613566723870996,4.872087391864294,7.423410000788489,15.269361547594944,5.68372901686152,0.9458271837239456,5.725485301621078,22.552563443670635
sauce,65.05265923919704,4.7339150556413445,13.630888533830587,0.2,3.845771829803576,0.8686867925053184,1.5981452374825758,36.202166266266374
sauce,68.77772554271034,5.30721079848059,15.344270496479261,3.3833310439079964,9.836483183370525,0.8718139282909582,2.829127702754337,31.72133910068862
juice,44.75975684827897,4.245058373399907,6.690656315083527,7.456826337670502,17.245078017006698,0.8473812383916273,10.21975120765268,17.699130136665378
cheese,72.62659067175392,4.809294699486015,2.737759430252037,6.308477470558852,16.67127954818284,0.9006244605377526,7.705334726106737,29.084050441749635
juice,78.21819648304846,5.513148853834351,6.1783683491081876,9.036853401964192,7.027712675167699,0.9750241913757889,3.7947971444214224,19.374010634421236
juice,65.1022082307956,3.981989660101772,10.112302167992928,6.334272644605242,7.544461421444461,0.881591318001108,6.780096466763389,15.595366197358992
juice,25.0,3.8146389448524545,13.674243377016209,10.412132028651307,10.058917232002425,0.99,8.615910956173396,27.899288435055436
yogurt,59.235075686518734,4.350152730640483,13.677188419099254,3.003904576026785,5.532337777745343,0.8711686934352578,5.481361942161005,23.53098140069997
yogurt,89.73747279824042,4.956192948464886,20.08586952629004,14.468787494820907,14.389945064102275,0.8470027050801403,5.050424994424254,14.219338628218642
rice,85.4864056689303,4.6166635722450975,15.844529724250513,13.885884889677243,9.313735079050392,0.8646554056897768,8.69448958708845,24.651268630158683
cheese,92.63490347897778,5.301220806797963,12.443187974827593,0.2,16.320556310006,0.9495309107567697,7.3475856335237575,24.620407960277312
yogurt,59.552986586762756,3.9254578801282536,9.969032535753831,0.2,10.046309446962669,0.7877830209414209,6.370146120100066,14.331995203794248
cheese,62.56135845744939,4.237888155829659,13.681864330088462,5.495894695490286,1.158228595415768,0.8922040455543382,8.412978626308094,37.45847658350606
rice,76.76081533833238,4.749472901295697,9.19180835423545,8.019196772941296,2.5900111144878672,0.99,10.492688442028916,28.01896944909322
juice,53.489364727187066,3.658947184041226,16.544068663862628,12.223944519166665,6.438941809180502,0.8748700604944084,6.764671760869209,19.06584764566388
yogurt,64.8738325065034,5.886695864399169,8.929479719504258,19.375362370735825,5.972223253936462,0.8785136327442242,7.379253476997574,32.90690784843265
juice,80.55007117853687,4.157938760674269,14.827157565807285,0.9220154323311527,4.402708651461891,0.963986388678335,7.451560934957814,9.802868548992144
cheese,58.949639597920836,4.792605872278245,10.942705884276815,0.2,1.502788821603858,0.9183068704989445,0.5,48.37745200584403
cheese,59.047264514409925,3.412831720219293,6.97698158512983,1.9342772092247493,11.01540813413086,0.9265606614305034,5.84593468764109,25.946578704971408
cheese,50.186024851927705,3.774510964344052,12.18285853714097,0.2,5.367284422587961,0.9628813004259533,1.7004223084197734,38.67517254311549
rice,67.95589473893335,5.569225169447888,13.229431661228295,10.564992386809735,16.24637066644137,0.8727846669147954,5.726325282402784,33.11348626788092
yogurt,82.42293218430521,4.684166081181095,5.567396523329606,6.016037613144421,20.539493556975692,0.9084967766923138,5.5395444496461765,2.904109976873524
yogurt,68.82931795274803,5.2696015800022495,12.969129443815545,0.2,18.52134802279089,0.9024690982336588,5.598965795057223,16.111667756651343
juice,67.10382660797472,4.85841721416646,11.214400292627854,7.076895363955205,6.942783936141494,0.9347610322503834,1.6380141393030512,26.236739594347465
yogurt,58.71064091584003,4.500538758793857,12.506223816824145,5.940373407625197,6.70721048740092,0.8773219263746288,4.21855086914964,20.619340180484407
sauce,56.235761152781734,4.958058157874902,6.317251917825368,6.770866474603519,10.46385426049755,0.769767752458079,5.011523811315355,32.584084308089565
cheese,71.56458858289517,5.489819219347933,18.551921336449293,2.908560631081397,8.87303714668548,0.9095109645662417,2.002053099804406,41.500627634715144
rice,68.30552864827192,4.104167334125648,16.187232290766314,9.179351960948923,0.2765109413070277,0.966223897138801,8.15102492900291,34.69629844682336
sauce,84.02646954356327,4.462601015810344,11.456264397054477,1.1483489248962662,7.276491688180653,0.9055858556521791,7.122021192511634,20.993433645619277
cheese,67.53774588997105,3.0,19.082374002447864,13.120156473249233,0.0,0.8094279606653906,8.096179036930465,32.380385973409105
cheese,61.988591345210864,5.045625333630352,10.751674527307811,11.636087891062413,11.998001350604412,0.8593228504630512,7.05833380390888,40.14893405932587
rice,77.83393269582257,3.487239414573105,12.620563181089329,17.557736944770586,13.451394230159131,0.8354146309475573,4.164529792802773,22.872209424797816
sauce,82.4145394649734,4.619985566044715,3.7389421565173397,9.58082248740708,7.88211541669541,0.8534630318329083,7.838172455778723,21.685567848908907
sauce,54.94688296072502,4.1119156716051535,6.579440759446001,5.879828160761052,0.0,0.8558014787302108,8.041303118590106,30.689849456208705
cheese,79.64219372396168,4.892317154799952,15.678083890549962,18.214456878856854,9.389711513738742,0.9099202421064587,9.456406320799184,33.42574043981338
juice,80.53057435742315,3.897553695878404,16.09159912247825,7.452299356089874,8.02649054258462,0.8076687447570472,9.694642986621814,2.0
juice,77.83322269467234,6.054608147287176,20.51343366408565,11.058866070875839,9.797762138941168,0.8726345353918493,4.371174079959946,21.440411125738525
rice,73.73652235164901,6.1767062117371525,3.761545837058694,10.156992161297978,2.340059624891884,0.9710836216233091,3.0349362967298603,39.621672880066605
sauce,44.53216961056869,4.619122401208553,12.467025545310808,0.2,8.973436050216716,0.9385804641107044,4.19105600882362,37.164306607959944
juice,81.04302622104157,4.380149130932248,16.7619765311553,9.481390930180805,2.438467898465212,0.9241789278209911,4.063110470394012,16.782697687617603
yogurt,64.65055234490177,4.505802067385774,13.19964380710907,15.961209636461811,9.976007894250433,0.8624190604190969,2.7737544339297666,25.909003278348468
yogurt,79.18089476394076,3.9604685026065494,10.516706714502725,2.7713646386331057,12.238017607177374,0.9306524553602473,7.573651332969005,6.415635838719112
yogurt,71.69209700322108,3.625841005371149,12.890366960405997,3.0045130101750703,1.5025279911918816,0.9405480374174296,6.526378976750033,14.759317837794486
cheese,73.67647437028022,5.765428299396576,18.950506208815167,3.441329024063945,7.115039468352617,0.975499748018994,8.503645583789229,37.60219004017191
rice,48.25173408038199,5.944332274150157,2.0830609752314007,3.7093744351819793,16.207736291115502,0.9115434598314026,6.605950324891305,35.66286270906079
cheese,76.25055798111428,3.729276209859263,15.69176224747229,2.2066783411912074,4.1232355066522866,0.8724436142068487,9.83816425310202,25.58027458104158
sauce,48.967069519600244,4.331539454542819,11.360249753680112,3.470507266291502,7.354800533385966,0.814689520369759,10.33727833858522,33.06516419807706
juice,58.71141543534072,4.008749626254876,13.271487561075864,3.0727749199339414,9.191693677341725,0.99,4.880181624421787,19.178227599616037
rice,83.19137394798908,4.122453501544845,14.263884614464043,3.611655488398072,0.0,0.9385311565814828,4.3087947116304814,26.87121711641658
cheese,94.4068084475811,5.182744656649849,12.086312371886986,1.1051083536983048,15.560673141728909,0.9326374512212751,5.995977967740261,21.733630579977035
yogurt,54.574327156059,5.72922143565405,2.2296411851996556,14.248910971092219,6.675424264003401,0.86338294347679,4.977134657713605,32.96646444773494
sauce,75.83247516764204,3.9385154115551675,9.32123065273921,1.6815879753871246,18.721066121800824,0.8176595290251006,3.279663444402447,14.984338305472315
juice,53.382882264836475,5.3814126776633,6.39868413732282,8.18562001912672,2.609310067066033,0.9720476310413528,1.8211897212139896,31.046720801543113
cheese,81.03608143096405,5.061454515361637,16.508795353493856,10.594984858763645,15.195081578742988,0.8729679832071626,5.915718791408942,28.7236460467243
juice,47.318538563458674,3.818586043212871,14.854752843896106,9.153974900958328,12.183493439581438,0.9164066305006677,4.462641105171128,19.11024139820544
rice,56.38009339543157,4.8684984804013345,9.845496575584477,1.6996146894011068,9.326526924003092,0.968669540047892,10.037640544576426,35.94079470822479
cheese,43.88684534993795,4.43014696624955,10.438847702476538,0.2,4.6696508877979355,0.9202815973327603,8.409083788220505,43.561018205104155
cheese,64.32671238200209,5.065115608388545,11.485408998507548,16.989998920090787,10.698178366260066,0.9659129064155232,2.5740141810348174,41.142845898383804
juice,69.97020483184859,5.112084145727272,17.072670728894266,8.466871486435092,8.398411077571907,0.944670061791631,8.432079397822104,21.180436475807433
yogurt,83.65091035752198,4.726345555168074,10.808807887248491,2.590253540874244,10.026077114818696,0.9393370993035876,0.5,18.855212295351237
sauce,75.76501169118656,4.451917061289289,6.814408121986941,10.052490653209627,9.549239695088477,0.99,10.524779511384716,24.06305008473786
juice,73.32990002408893,4.476211005277861,5.090433986756373,0.2,8.864731451711092,0.8595672133756573,9.528433521652858,7.398604710584429
rice,52.69929035595095,4.2778243743389766,7.134848671962326,11.115118216000717,10.421574431649681,0.9376348866399711,2.3358376144504276,35.77096965273012
sauce,67.5723370813735,4.155178873272761,1.2100227021225414,11.968435967060099,9.922299917670804,0.7939341234226333,9.991948594543208,20.932574820212974
cheese,64.03233365109328,4.2386220932310135,11.36388087135363,5.821780072837488,10.500104718439653,0.891343714044767,3.7174595211084216,34.84032937144327
rice,58.545402897129115,5.564998651548929,8.283211417309348,2.3754066193421806,1.7835901853537184,0.885294556806386,9.464817746868624,40.90864418847181
cheese,79.62771169560033,4.676759196425944,15.973630820108054,8.241530804564414,11.828959875843546,0.8959742124481759,4.367598478294588,30.26360878747803
cheese,38.369872913139424,3.567932451175869,5.1715581277702345,7.436793292470506,8.767833868723013,0.9194198371665702,4.593950623449711,36.604064108982506
cheese,68.59768535961068,4.378038587619311,15.833656910732294,3.2461596659458243,1.308830789591863,0.9502334210063514,4.225516200337349,40.081593553371356
sauce,72.36881322002932,5.142703627271098,6.980346139791067,5.02073147663528,8.295342583896431,0.912059139771011,7.84100745962421,26.000143134189784
sauce,42.05481106628891,4.182809253994643,9.556232329249326,8.762238710120915,14.60058732401131,0.9331328629657261,6.24010083332164,28.931533369880086
yogurt,53.015475401225096,4.734429395076971,5.692810716401854,2.540467020263219,4.761098620479598,0.9482479638731767,8.598780433355879,28.493434754863088
rice,75.83608949872738,5.312236067044881,15.184265069608083,1.6671810197979315,9.405695495828676,0.8573155864696962,5.668746929931996,34.013168833369065
sauce,95.0,4.275705559708474,18.341608979440608,10.983796840559005,10.583078982247404,0.880297837455965,1.434439409177929,16.799566293428736
yogurt,35.83902626037825,4.1219830938304245,14.266621933283918,8.95305363594085,12.219081383207193,0.8453095743796842,7.699112552716393,24.4391701699341
sauce,72.82014539349984,5.142046040932941,16.12867139099634,7.080770352439561,2.8271435260041646,0.8169989321394527,7.763489694598957,32.432211333890635
sauce,60.34010525480517,4.967497746198515,11.436182349657503,3.9992223449582562,9.505686099050079,0.9155330682774574,8.722126185984575,31.667806555354566
yogurt,78.81164669906039,4.8862982743255285,13.511431033401346,0.2,10.933146356255179,0.9467220269590183,8.267148491616542,11.753771745262123
sauce,59.037010655495834,5.262185718520433,4.906943350333034,12.214729241924541,2.606840825346285,0.99,2.9171803959555427,40.07442048553533
cheese,61.9414785152444,4.519984142267715,8.52758891028722,8.622390230588405,6.003262891286271,0.9051487859071864,0.5273956687541919,41.2093606248239
sauce,90.08798453047059,3.964326122612538,12.6977684486486,3.2048655148659235,2.6971267375503727,0.8926888532176773,2.6951184969448114,19.378936231158715
rice,61.07769850837321,4.183776029652589,11.292909168974719,1.4323974150809522,7.203789974633333,0.9792145538534577,7.66603163024252,29.772520749965636
juice,74.4236782365489,5.521967217717856,8.620181659097192,3.4650095553736606,7.044488153764058,0.8510528522765707,6.175345963477997,20.93297566468815
rice,59.708903178072816,3.9001580364275843,15.343103257227222,1.2039183652463668,0.0,0.8222068621690917,3.2135930115148006,35.400708546560516
yogurt,67.29213788218587,4.944295277898127,10.363723438851077,6.979668061563158,6.875023539671629,0.8535108379980939,6.74660032344248,23.249965869922892
yogurt,78.67588647496567,4.315559819576773,9.729441816390386,7.475947690503313,1.9783988789821256,0.8564874965647027,9.062701936046198,16.078537063361857
rice,60.00388375325397,3.837559566052832,7.81379609217769,3.9533001078030994,6.5015100294831925,0.9520740079702481,5.83918656474236,29.79826109106644
rice,80.96498461297655,5.3610414220812155,8.848467352968617,7.476735651468904,16.15159050917601,0.8945761869606624,8.617941422970722,23.77256633419084
sauce,76.06268662354518,4.910017830128024,8.476507874743708,5.589213164551044,14.101515194502985,0.9850528248438333,9.538436286736143,20.902935042599704
yogurt,85.44868312685746,5.429997379580004,10.625667731438526,2.5765432240682262,0.0,0.8499132333686094,11.005857185281764,22.07201762672667
juice,65.78221729654491,4.342678469467615,13.352957884929186,0.8508331213278877,12.743583121721,0.8030007436475366,3.984383960122262,12.404208286402834
yogurt,66.44627942192955,5.393972570263284,15.062039411537004,0.2,0.4153415388034397,0.9761781739561006,6.992366014685305,30.30177845410074
cheese,65.16110263884482,4.801723606489785,8.384917771042675,8.126194776618963,8.753858682134341,0.8858643052187104,4.104719785254988,35.83332926684033
juice,64.67604611185513,4.514621098434532,8.312559721568713,7.930389303810631,1.5095373416917872,0.99,2.3724549781299133,24.48287656079603
sauce,81.5658543767041,5.038656019277914,13.11255148081207,15.759607947512052,12.19662833929081,0.9605761435928505,3.7444943123663466,24.748693262116674
yogurt,87.59900153096298,6.555290766991349,6.102144692253694,0.2,14.857630032926146,0.9565430188800791,2.8062166624534384,14.277070705744022
sauce,73.42643126920953,5.227637352260139,8.263505523218083,9.151340786317968,11.251726525123757,0.8780596189329622,7.097227370097798,25.236594401970102
juice,83.94637929039312,4.595383367112045,19.716966137275254,4.063158398760047,9.97465052143739,0.9210130488162143,4.411321502928852,12.801847193575597
rice,68.1743666937175,3.0,1.586342634573776,10.061244163597465,1.2975973046990745,0.99,2.772805973236725,26.121382466196284
yogurt,67.70569167996642,4.817729775516739,4.456417477980778,5.003345875235577,5.39332185129515,0.8660360166981725,5.605872003514813,22.355230209703155
rice,77.51999518948891,4.339005347287372,10.528364134390076,0.2,8.476079192949161,0.9502950862642526,6.284663325576021,26.796294684003893
juice,69.80270139350051,5.832023001590869,16.432283269759196,0.6914090042237688,4.661735106623622,0.9239433073963803,5.15050990111629,24.64848714779388
cheese,49.45186497327395,4.946549032203472,5.1672726799449515,9.387496167680862,7.245416442623086,0.8649296033758594,10.082068876500744,46.47413040725677
juice,52.887739637721445,4.615542982594008,6.090945679415569,3.4131635278495347,9.501187881872108,0.8896767602684871,3.4388869412542498,24.988771352264063
rice,77.60074902815116,4.220293164345236,5.963273037923187,0.2,12.035394488282275,0.9355372838363414,8.20288481812481,18.768288935627766
yogurt,64.05189310905051,3.575207379732151,13.149847390613512,7.050000733719495,7.492745851943519,0.8915951216365327,7.05743751820338,12.26152543984319
yogurt,66.5468856172636,4.319822287097121,18.408577576543045,0.2,5.851301940700769,0.9676886871599591,0.5,25.74920749464037
cheese,93.81699998340845,3.890278522865808,15.578947400944221,14.174356611166427,11.627050688217563,0.8262969495693379,8.96061806828545,16.69653151114517
rice,50.59227665135377,6.080042595661869,12.402110261743735,2.938667218719221,9.797625735104965,0.8854754352454912,6.260755668573408,45.25311075812629
yogurt,62.799795417057105,5.790786979415119,22.02296938019354,4.56158936135952,12.62969140990918,0.9029806675071425,6.209927392254281,29.743616502640847
yogurt,62.1072602004058,4.041748911795216,15.307246597765714,5.396042193040981,5.449632195848497,0.99,3.4391401331138436,21.051918959558467
rice,88.00377892540591,5.215985118911619,11.427753686480063,7.072669650376547,10.817878457137839,0.8792823166180957,3.541315211591958,27.13038573700279
rice,75.29208297488634,5.5729286280521855,10.280556702152573,9.711577190802952,2.7627432259292624,0.9014249952357372,7.763008940200696,36.546192256122
juice,49.0073835500201,4.693199104586417,14.69107110650566,1.546926321023048,3.4053313729841554,0.8742259844112565,9.331141863778036,26.127420928061063
cheese,73.8459800245303,3.9314178969836484,7.956656418570757,1.920243727022897,12.844769679383164,0.8314507234690853,0.8634289499000187,23.057263532070426
cheese,71.1682687723526,6.078714448744812,11.900186777630026,10.805625727033403,7.795322369416567,0.9001506963907177,8.62266004818995,41.17996517664436
juice,60.43333407425634,4.453120283012507,20.57437608163465,5.739612531307093,14.973516401005526,0.9006979174455215,7.7906253206450415,13.849686060551933
cheese,65.82222284427202,5.043726525249779,14.78217916015602,2.1962176196686647,12.862373605346894,0.9724312627122556,8.689134686360644,27.922085746979366
cheese,38.03195886321464,3.3106153974791876,7.068339228575157,4.819903058162367,0.0,0.9824234446250392,0.59795654792992,47.33940479215308
juice,62.62274732987443,5.083446318365567,12.87947523282779,8.821801945964031,2.0919284159296563,0.99,9.996967465436594,22.59228088958464
juice,65.9263784491318,4.25976563187795,15.298549235347437,14.384112927361828,3.891716901279266,0.8785751133244605,10.032471971148698,22.27441230499858
rice,76.10580756886439,3.7029906518391695,15.232606832964615,7.58221297732501,0.0,0.9049415230625559,9.453428656615344,27.398308999550725
cheese,46.4810389073998,4.398346770177563,11.518110743598923,10.649788154405973,9.54291855746432,0.8516844462555018,5.546954228132812,42.76873184587461
juice,75.30682906749728,5.784484475199303,17.38538564566033,7.446311585699326,6.563707988992787,0.9085892241644515,9.262576407936951,19.630724961693115
sauce,80.95083409238063,5.077059634869904,7.874888216364005,18.670671831846114,3.565962080346006,0.8853336423314937,6.9899228185905935,32.5782799099671
cheese,84.29282261406907,5.030277534184338,4.069949560978183,0.2,0.0,0.9850293101356414,10.496003211454399,33.62993181833437
juice,63.085332825529626,3.8813418859618314,24.3524823942442,5.432760846259881,0.0,0.9313120899550569,6.851889644875946,22.216648188212513
cheese,53.56694069875625,4.431400054610592,11.68076792750917,0.2,6.051607043221471,0.9603255147043458,6.526224674468864,39.182824357216376
yogurt,74.91548829820341,5.558014508523687,10.254764175738698,8.290959716277486,9.266222379958213,0.9571722842716924,7.750645412177601,20.391838006117798
juice,72.80066606412201,4.345518022430263,9.251186922845589,1.155668879649089,3.458098030022696,0.9721445686904693,4.398825626551496,15.669058943453237
sauce,78.98060747883379,5.620884957220664,3.964707169521797,8.921354287725038,5.415631553808592,0.8194947049249359,8.914358563164305,31.18831788373514
sauce,58.632358304382926,5.551933652945322,11.048136374217036,3.789349697595623,9.24810868990113,0.8911331141928444,6.210518769144765,35.59966012572601
rice,88.3956983103413,6.220526517482708,8.372181723662788,6.8267813287163905,16.22813478489939,0.99,8.594667795436736,21.02332157961751
sauce,53.49967008629542,4.086006605404148,5.218424614678369,7.53007511499436,10.507985570428739,0.8609244612107163,4.712040432427034,25.019683169623434
yogurt,66.83617640205335,5.047193070952973,3.7833095147919096,6.632553720896207,5.887351433090453,0.9047382914982495,6.4707704968501725,23.703647606522487
juice,75.54306816184672,4.738661250011019,13.487936990969377,6.589339681450132,0.0,0.8499640684305959,5.1901248019428845,25.00118819075711
cheese,90.86573837467213,6.003176021277161,7.377573233587748,2.361693312787662,12.436390783158416,0.9576008546535746,0.5,28.01485411187888
rice,63.74043479478721,3.4271326792778094,8.025899836458425,5.196736803906856,5.571651288253893,0.8475685435592551,9.600792862540558,22.070686457484435
yogurt,67.71990763399687,3.9200838285244517,7.047099457453492,14.86816561820997,0.0,0.9353487653756778,9.461724655505206,20.408979611642128
sauce,56.49309637769888,4.095900241862524,19.324638171682125,15.5085026566976,11.829308523043556,0.898663374094971,4.739821089908639,31.515352130649077
juice,72.37615650507215,5.302223638244212,13.898235739453446,0.2,11.483319641284792,0.8824769410173612,11.86150176963108,15.490686946513762
cheese,86.62119771493293,4.784522916423658,12.930896796089005,8.397534820944397,8.978419670881355,0.8694049562558347,2.2025311392452025,31.44335698595636
sauce,68.45175439838445,4.694327550510336,13.359496456075536,3.790016921065204,0.0,0.8570767273419582,6.938605706925656,37.2627412195746
yogurt,59.06509806615776,5.481464498588422,13.493610283432892,0.9480743901031088,14.536761195008353,0.9028500339571797,6.070684590749584,20.52163844424274
rice,52.086174008965465,5.9342702760574415,8.546625313488944,1.8906104103042463,0.0,0.8398007187237044,7.238622241067304,46.97029450751998
